Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Target
1,8,1,9,1,1,1,22,27,10,10,0,0,0,0,0,0,22,2,1,9.4,-0.8,-3.12,Dropout
1,1,1,10,1,1,1,13,1,7,6,1,0,0,1,0,0,19,6,6,12.7,3.7,-1.7,Graduate
1,4,1,10,1,3,1,22,27,10,10,1,0,0,1,0,0,36,13,11,16.2,0.3,-0.92,Graduate
1,15,1,4,1,14,1,22,28,10,8,0,0,0,1,0,1,19,6,6,15.5,2.8,-4.06,Graduate
1,8,1,10,1,1,1,4,3,2,2,0,0,0,1,0,0,18,5,6,16.2,0.3,-0.92,Graduate
4,14,4,17,0,9,1,22,27,10,10,0,0,0,0,0,0,40,0,0,7.6,2.6,0.32,Dropout
1,1,2,12,1,1,1,23,27,10,8,1,0,0,1,0,1,19,6,6,7.6,2.6,0.32,Graduate
1,4,1,6,1,3,1,22,27,8,8,0,0,0,1,0,0,32,4,3,15.5,2.8,-4.06,Dropout
1,8,3,5,1,1,1,3,1,5,5,1,0,0,1,0,0,19,6,6,8.9,1.4,3.51,Graduate
2,12,1,9,1,1,1,22,27,10,10,0,0,0,1,0,0,35,0,0,10.8,1.4,1.74,Dropout
1,8,1,16,1,1,1,13,14,4,5,0,0,0,1,0,0,29,7,8,12.7,3.7,-1.7,Graduate
1,1,6,12,1,1,1,23,14,8,10,1,0,0,1,0,1,18,7,7,10.8,1.4,1.74,Graduate
2,12,1,3,0,12,1,23,14,1,11,0,0,1,0,0,0,25,6,6,7.6,2.6,0.32,Graduate
4,12,1,3,0,12,1,22,27,10,10,0,0,1,0,0,0,50,0,0,8.9,1.4,3.51,Dropout
2,1,1,9,1,1,1,19,24,1,1,0,0,0,1,0,0,24,14,13,7.6,2.6,0.32,Dropout
1,1,5,7,1,1,1,23,14,6,4,0,0,0,1,0,0,18,0,0,9.4,-0.8,-3.12,Dropout
1,8,1,6,1,1,1,23,28,29,38,1,0,0,1,0,0,20,6,5,15.5,2.8,-4.06,Graduate
1,7,1,4,1,1,1,1,27,5,10,1,0,1,1,0,1,20,18,13,15.5,2.8,-4.06,Graduate
1,14,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,21,6,5,9.4,-0.8,-3.12,Dropout
1,1,1,11,1,1,1,23,27,10,8,0,0,0,1,1,1,19,6,6,12.4,0.5,1.79,Graduate
1,1,1,12,1,1,1,22,27,10,8,0,0,0,1,1,1,18,8,8,9.4,-0.8,-3.12,Graduate
1,8,1,2,1,1,1,22,27,10,10,0,0,0,1,1,0,22,0,0,12.7,3.7,-1.7,Graduate
1,15,1,4,1,14,1,22,27,10,11,0,0,0,1,1,0,25,0,0,15.5,2.8,-4.06,Dropout
2,12,1,12,1,1,1,22,27,10,10,0,0,0,0,1,0,37,5,5,11.1,0.6,2.02,Dropout
1,12,1,12,1,1,1,22,27,8,8,0,0,0,0,1,0,38,5,4,11.1,0.6,2.02,Dropout
2,12,1,14,1,1,1,13,28,10,10,0,0,0,1,1,0,36,3,5,13.9,-0.3,0.79,Dropout
1,1,2,12,1,1,1,13,1,10,10,1,0,0,1,1,0,18,7,7,12.7,3.7,-1.7,Graduate
1,1,1,14,1,1,1,1,1,1,1,0,0,0,0,1,0,19,0,0,9.4,-0.8,-3.12,Dropout
1,12,1,8,1,1,1,1,1,5,11,0,0,1,1,1,0,24,2,3,9.4,-0.8,-3.12,Dropout
1,1,1,10,1,1,1,1,1,4,4,0,0,0,1,1,0,20,5,5,11.1,0.6,2.02,Graduate
1,1,1,2,1,1,1,22,27,10,10,1,0,0,1,1,0,21,0,0,12.7,3.7,-1.7,Dropout
2,14,3,17,0,1,1,22,27,10,10,1,0,0,1,1,0,32,0,0,7.6,2.6,0.32,Dropout
2,12,1,17,0,12,1,23,28,8,9,0,0,0,1,1,0,39,0,1,12.7,3.7,-1.7,Dropout
1,4,1,7,1,3,1,22,27,10,10,0,0,0,0,1,0,33,0,0,12.7,3.7,-1.7,Dropout
1,8,2,14,1,1,1,22,28,6,9,0,0,0,1,1,1,20,5,4,9.4,-0.8,-3.12,Graduate
1,1,1,4,1,1,1,23,14,10,8,0,0,0,1,1,0,19,6,6,16.2,0.3,-0.92,Graduate
2,12,1,17,0,1,1,22,27,6,9,0,0,0,0,1,0,43,2,3,13.9,-0.3,0.79,Dropout
2,14,1,17,0,1,1,22,27,8,9,0,0,0,1,1,0,49,4,4,16.2,0.3,-0.92,Dropout
1,1,2,15,1,1,1,23,28,6,8,1,0,0,1,1,1,18,6,6,12.7,3.7,-1.7,Graduate
1,1,1,9,1,1,1,1,14,10,10,1,0,0,1,1,1,19,5,5,8.9,1.4,3.51,Dropout
1,12,1,5,1,1,1,22,27,10,11,0,0,1,1,1,1,45,6,0,16.2,0.3,-0.92,Dropout
1,6,1,14,1,1,1,22,10,10,10,1,0,0,0,1,0,19,6,6,13.9,-0.3,0.79,Graduate
1,15,1,4,1,14,1,1,3,10,7,0,0,0,1,1,1,21,6,4,13.9,-0.3,0.79,Graduate
1,1,1,14,1,1,1,1,1,6,10,0,0,0,1,1,1,18,6,5,13.9,-0.3,0.79,Graduate
1,8,3,9,1,1,1,22,27,6,8,0,0,0,1,1,0,18,0,0,9.4,-0.8,-3.12,Dropout
1,8,1,11,1,1,1,22,27,6,2,0,0,0,0,1,0,29,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,14,1,1,1,1,1,5,10,0,0,0,1,1,0,19,5,5,9.4,-0.8,-3.12,Graduate
1,15,1,5,1,14,1,1,1,10,10,0,0,0,1,1,1,22,7,8,12.4,0.5,1.79,Graduate
1,8,6,12,1,1,1,1,1,5,4,1,0,0,1,1,1,18,7,8,11.1,0.6,2.02,Dropout
1,1,1,2,1,1,1,13,14,2,2,1,0,0,1,1,0,20,0,0,10.8,1.4,1.74,Dropout
4,12,1,14,1,12,1,22,27,10,8,0,0,1,1,1,1,29,1,0,11.1,0.6,2.02,Dropout
1,12,1,14,1,1,1,9,9,12,5,1,0,0,1,1,0,29,3,4,7.6,2.6,0.32,Dropout
1,8,1,2,1,1,1,3,10,3,10,1,0,1,1,1,0,19,0,0,10.8,1.4,1.74,Dropout
1,1,1,7,1,1,1,23,28,10,10,1,0,0,1,1,0,18,0,1,7.6,2.6,0.32,Dropout
2,13,1,11,1,1,1,2,2,19,17,1,0,0,1,1,0,22,4,2,7.6,2.6,0.32,Dropout
1,14,1,17,0,1,1,22,27,10,10,1,0,1,1,1,0,34,7,6,10.8,1.4,1.74,Dropout
1,14,1,17,0,4,1,3,3,3,2,0,0,0,1,1,0,26,5,5,13.9,-0.3,0.79,Graduate
1,8,1,2,1,1,1,22,27,8,10,1,0,0,1,1,0,24,13,12,11.1,0.6,2.02,Dropout
1,1,1,14,1,1,1,1,1,10,9,1,0,0,1,1,1,17,6,6,11.1,0.6,2.02,Graduate
1,15,1,4,1,14,1,13,28,7,8,1,0,0,1,1,0,19,6,6,12.4,0.5,1.79,Graduate
2,12,1,4,1,1,1,1,3,5,3,0,0,1,0,1,0,49,5,5,8.9,1.4,3.51,Dropout
1,14,1,12,1,1,1,2,4,5,6,0,0,0,1,1,0,23,5,6,13.9,-0.3,0.79,Dropout
1,9,3,7,1,1,1,1,14,10,9,1,0,0,1,1,0,18,4,3,12.4,0.5,1.79,Dropout
1,1,3,14,1,1,1,3,1,3,4,1,0,0,1,1,0,19,6,5,8.9,1.4,3.51,Graduate
1,1,1,9,1,1,1,1,28,5,8,1,0,0,1,1,0,18,5,5,8.9,1.4,3.51,Graduate
2,12,1,11,1,12,1,19,24,1,1,0,0,1,0,1,0,45,0,0,9.4,-0.8,-3.12,Dropout
1,12,1,17,0,1,1,19,24,1,1,1,0,0,1,1,0,30,2,0,7.6,2.6,0.32,Dropout
1,16,1,17,0,14,1,1,4,5,11,0,0,0,1,1,0,28,13,9,8.9,1.4,3.51,Dropout
1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,40,0,0,12.7,3.7,-1.7,Dropout
1,12,2,9,1,12,1,23,14,5,11,0,0,0,0,1,0,32,0,0,10.8,1.4,1.74,Dropout
1,8,5,11,1,1,1,13,27,6,6,1,0,0,1,1,0,19,4,4,7.6,2.6,0.32,Dropout
1,1,1,5,1,1,1,1,14,4,10,1,0,0,1,1,0,20,6,6,16.2,0.3,-0.92,Graduate
1,8,1,7,1,1,1,1,3,5,3,0,0,0,1,1,0,18,1,0,9.4,-0.8,-3.12,Dropout
1,8,1,14,1,1,1,23,27,10,10,0,0,0,0,1,0,20,6,2,10.8,1.4,1.74,Dropout
1,8,3,12,1,1,1,13,27,5,10,1,0,0,1,1,1,18,6,6,7.6,2.6,0.32,Graduate
1,8,4,12,1,1,1,13,28,10,7,1,0,0,1,1,1,18,7,8,13.9,-0.3,0.79,Graduate
2,14,1,8,1,7,1,19,24,1,1,0,0,0,1,1,0,28,0,0,7.6,2.6,0.32,Dropout
1,12,1,14,1,1,1,22,27,10,10,1,0,0,0,1,0,31,0,0,12.7,3.7,-1.7,Dropout
1,1,1,12,1,1,1,2,14,4,10,0,0,0,1,1,0,23,6,6,7.6,2.6,0.32,Graduate
1,12,1,10,1,12,1,22,27,10,10,0,0,1,0,1,0,33,0,0,16.2,0.3,-0.92,Dropout
1,14,1,9,1,1,1,22,27,6,4,0,0,0,1,1,0,22,3,3,12.7,3.7,-1.7,Dropout
1,15,1,7,1,14,1,13,27,10,10,1,0,1,1,1,0,20,5,5,12.4,0.5,1.79,Dropout
1,15,1,6,1,14,1,23,28,5,2,1,0,0,1,1,0,20,6,6,16.2,0.3,-0.92,Graduate
1,12,1,4,1,1,1,1,1,10,5,0,0,0,0,1,0,25,0,0,13.9,-0.3,0.79,Dropout
1,1,1,14,1,1,1,2,1,3,5,1,0,0,1,1,0,20,5,4,7.6,2.6,0.32,Graduate
1,8,5,15,1,1,1,1,27,6,6,1,0,0,1,1,0,19,6,6,7.6,2.6,0.32,Graduate
1,12,1,8,1,12,1,19,24,13,13,0,0,0,1,1,0,31,0,0,7.6,2.6,0.32,Dropout
1,15,1,7,1,14,1,3,28,3,4,0,0,1,0,1,0,24,2,2,8.9,1.4,3.51,Dropout
1,15,1,7,1,14,1,13,3,4,5,0,0,1,0,1,0,23,0,0,15.5,2.8,-4.06,Dropout
2,12,1,17,0,1,1,1,3,2,3,0,0,0,0,1,1,26,3,3,9.4,-0.8,-3.12,Dropout
2,14,1,5,1,2,1,22,27,7,7,1,0,0,1,1,0,38,18,18,16.2,0.3,-0.92,Graduate
1,1,6,7,1,1,1,13,14,8,4,1,0,0,1,1,1,20,5,5,8.9,1.4,3.51,Graduate
1,8,5,7,1,1,1,1,14,10,10,1,0,0,1,1,0,20,3,5,12.4,0.5,1.79,Graduate
1,12,1,6,1,12,1,3,1,3,6,0,0,0,1,1,0,25,0,0,10.8,1.4,1.74,Dropout
1,8,2,5,1,1,1,1,14,22,29,1,0,0,1,1,0,19,5,4,8.9,1.4,3.51,Graduate
1,8,1,7,1,1,1,1,28,5,6,0,0,0,1,1,0,18,5,5,8.9,1.4,3.51,Graduate
1,14,1,17,0,9,1,10,10,10,10,0,0,0,1,1,0,28,7,5,10.8,1.4,1.74,Dropout
1,1,1,11,1,1,1,1,28,10,10,1,0,0,1,1,1,20,6,6,8.9,1.4,3.51,Graduate
1,1,1,8,1,1,1,4,3,4,4,0,0,0,1,1,0,18,6,6,11.1,0.6,2.02,Graduate
1,8,3,9,1,1,1,1,1,4,4,1,0,0,1,1,0,19,5,4,12.4,0.5,1.79,Graduate
1,13,1,12,1,1,1,13,14,10,10,0,0,1,1,1,0,24,2,2,12.7,3.7,-1.7,Dropout
1,8,4,6,1,1,1,1,3,6,6,1,0,0,1,1,0,21,0,0,10.8,1.4,1.74,Dropout
1,1,1,14,1,1,1,3,27,5,8,0,0,0,1,1,1,20,6,6,12.7,3.7,-1.7,Graduate
1,15,1,4,1,14,1,13,1,10,9,1,0,0,1,1,0,21,5,5,13.9,-0.3,0.79,Graduate
2,1,1,13,1,1,1,13,14,31,29,0,0,1,1,1,0,24,7,7,10.8,1.4,1.74,Graduate
1,12,1,17,0,1,1,23,27,10,10,0,0,0,1,1,0,27,0,0,10.8,1.4,1.74,Dropout
1,12,1,3,0,1,1,3,14,5,8,0,0,0,1,1,0,39,9,7,8.9,1.4,3.51,Graduate
1,12,1,1,1,1,1,13,27,10,10,0,0,0,1,1,0,25,2,2,12.4,0.5,1.79,Dropout
1,4,1,2,1,3,1,1,2,10,3,0,0,0,0,1,0,18,0,0,9.4,-0.8,-3.12,Dropout
1,14,1,5,1,1,1,1,2,10,3,0,0,0,1,1,0,19,12,12,10.8,1.4,1.74,Graduate
1,9,1,15,1,1,1,23,27,10,9,0,0,0,1,1,1,21,5,4,13.9,-0.3,0.79,Graduate
1,4,1,17,0,15,1,1,3,5,3,0,0,0,1,1,0,27,0,0,8.9,1.4,3.51,Dropout
1,4,1,14,1,3,1,16,27,4,4,1,0,0,1,1,0,27,9,6,9.4,-0.8,-3.12,Dropout
1,1,3,15,1,1,1,13,28,9,4,1,0,1,1,1,0,18,6,5,12.7,3.7,-1.7,Dropout
1,15,1,4,1,14,1,13,28,10,11,0,0,0,1,1,0,19,3,1,13.9,-0.3,0.79,Dropout
1,7,2,10,1,1,1,13,28,5,6,1,0,0,1,0,0,18,6,6,10.8,1.4,1.74,Graduate
1,7,4,15,1,1,1,22,27,10,4,1,0,0,1,0,1,18,6,5,10.8,1.4,1.74,Graduate
1,14,1,9,1,1,1,4,14,3,2,0,0,0,1,0,0,23,11,6,9.4,-0.8,-3.12,Dropout
1,9,4,2,1,1,1,1,4,10,6,1,0,1,0,1,0,20,0,0,9.4,-0.8,-3.12,Dropout
1,8,3,15,1,1,1,2,1,4,4,1,0,0,1,1,0,18,6,6,16.2,0.3,-0.92,Graduate
1,1,4,15,1,1,1,13,14,10,8,1,0,0,1,1,0,18,6,6,12.4,0.5,1.79,Graduate
1,8,2,15,1,1,1,13,1,10,10,1,0,0,1,1,0,20,6,6,12.7,3.7,-1.7,Graduate
1,1,3,15,1,1,1,3,1,3,5,1,0,0,1,1,0,20,5,3,15.5,2.8,-4.06,Graduate
1,15,1,5,1,14,1,1,1,5,5,0,0,0,1,1,0,21,5,5,12.4,0.5,1.79,Dropout
1,8,1,7,1,1,1,13,1,6,5,1,0,0,1,1,0,20,5,5,11.1,0.6,2.02,Dropout
1,8,1,14,1,1,1,1,1,5,5,1,0,0,1,1,0,20,6,6,8.9,1.4,3.51,Graduate
1,15,1,6,1,14,1,13,27,6,8,1,0,0,1,1,0,19,4,2,12.4,0.5,1.79,Dropout
1,1,1,7,1,1,1,1,10,4,4,1,0,0,1,1,0,19,3,2,11.1,0.6,2.02,Dropout
1,8,1,14,1,1,1,13,1,6,5,0,0,1,1,1,0,18,3,4,10.8,1.4,1.74,Dropout
1,1,1,10,1,1,1,13,28,10,8,1,0,1,1,0,0,18,5,5,8.9,1.4,3.51,Dropout
1,8,5,15,1,1,1,1,1,8,8,1,0,0,1,0,0,18,6,6,8.9,1.4,3.51,Graduate
1,8,1,10,1,1,1,13,27,10,10,1,0,0,1,0,1,21,6,6,12.4,0.5,1.79,Graduate
1,6,1,6,1,1,14,22,27,10,10,0,0,0,1,0,0,18,4,5,11.1,0.6,2.02,Dropout
1,1,1,12,1,1,1,1,14,4,4,1,0,0,1,0,1,18,7,8,11.1,0.6,2.02,Graduate
1,1,2,10,1,1,1,13,27,10,10,1,0,0,1,0,1,18,6,6,10.8,1.4,1.74,Graduate
1,9,6,3,0,1,1,3,14,3,5,1,0,0,1,0,0,23,4,0,13.9,-0.3,0.79,Dropout
1,1,2,9,1,1,1,3,14,3,5,1,0,0,1,0,0,21,3,4,8.9,1.4,3.51,Graduate
1,8,1,3,0,1,1,19,24,1,1,1,0,0,1,0,0,26,7,2,7.6,2.6,0.32,Dropout
1,1,1,2,1,1,1,3,27,10,10,1,0,0,1,0,0,18,0,0,16.2,0.3,-0.92,Dropout
1,1,1,14,1,1,1,13,14,10,9,0,0,0,0,0,1,19,6,6,8.9,1.4,3.51,Graduate
1,1,3,12,1,1,1,13,1,10,4,1,0,0,1,0,1,20,6,7,13.9,-0.3,0.79,Graduate
1,1,3,15,1,1,1,23,14,8,8,1,0,1,0,0,0,19,6,2,16.2,0.3,-0.92,Dropout
1,12,1,11,1,1,1,22,27,5,7,0,0,0,1,0,0,33,9,7,10.8,1.4,1.74,Graduate
1,1,2,6,1,1,1,3,28,5,7,0,0,0,1,0,0,18,4,4,7.6,2.6,0.32,Graduate
1,13,1,12,1,6,1,22,1,10,5,0,0,0,1,0,0,21,18,18,7.6,2.6,0.32,Graduate
1,1,1,15,1,1,1,3,14,3,4,1,0,0,1,0,0,19,6,6,8.9,1.4,3.51,Graduate
2,1,4,12,1,1,1,23,28,6,6,1,0,0,1,0,0,18,7,8,15.5,2.8,-4.06,Graduate
1,1,1,14,1,1,1,1,14,5,5,0,0,0,1,0,1,18,6,6,11.1,0.6,2.02,Graduate
1,1,3,15,1,1,1,13,28,5,5,1,0,0,1,0,1,20,6,6,11.1,0.6,2.02,Graduate
1,1,2,11,1,1,1,22,27,7,7,1,0,0,0,0,0,20,0,0,11.1,0.6,2.02,Dropout
1,8,2,3,0,1,1,13,1,2,2,0,0,0,1,0,1,20,6,5,10.8,1.4,1.74,Graduate
1,8,1,6,1,1,1,1,27,5,10,1,0,0,1,0,1,19,4,5,10.8,1.4,1.74,Graduate
1,1,3,10,1,1,1,23,27,9,9,1,0,0,1,0,1,19,6,6,13.9,-0.3,0.79,Graduate
1,8,3,10,1,1,1,26,1,3,4,1,0,0,1,0,0,21,6,6,11.1,0.6,2.02,Graduate
1,8,1,10,1,1,1,22,27,9,7,0,0,0,1,0,0,21,0,0,16.2,0.3,-0.92,Dropout
1,1,4,12,1,1,1,13,28,6,6,1,0,0,1,0,0,18,7,7,12.7,3.7,-1.7,Graduate
5,12,1,16,1,12,1,22,27,10,9,0,0,0,1,0,0,27,6,1,12.4,0.5,1.79,Dropout
1,14,1,5,1,1,1,1,28,4,10,1,0,0,1,0,1,20,12,11,15.5,2.8,-4.06,Graduate
1,8,1,13,1,1,1,23,27,10,10,1,0,0,1,0,1,18,7,8,15.5,2.8,-4.06,Graduate
1,1,1,15,1,1,1,1,14,5,11,1,0,0,1,0,0,18,6,6,11.1,0.6,2.02,Graduate
1,15,1,10,1,14,1,1,1,4,6,0,0,0,1,0,1,20,6,6,13.9,-0.3,0.79,Graduate
1,1,2,6,1,1,1,1,14,5,11,1,0,0,1,0,1,19,3,3,12.7,3.7,-1.7,Graduate
1,1,5,12,1,1,1,22,3,10,3,1,0,0,1,0,0,20,6,7,13.9,-0.3,0.79,Graduate
1,1,1,17,0,1,1,13,27,6,9,0,0,0,1,0,1,20,5,5,10.8,1.4,1.74,Graduate
1,1,3,10,1,1,1,13,1,8,11,1,0,1,1,0,0,19,0,0,13.9,-0.3,0.79,Dropout
1,1,1,15,1,1,1,3,3,15,20,0,0,0,1,0,0,18,6,6,8.9,1.4,3.51,Graduate
1,1,1,6,1,1,1,23,28,10,11,1,0,0,1,0,0,18,3,5,10.8,1.4,1.74,Graduate
1,8,1,12,1,1,1,23,27,10,9,1,0,0,1,0,1,19,6,7,13.9,-0.3,0.79,Graduate
1,1,6,12,1,1,1,10,27,6,10,1,0,0,1,0,0,19,6,7,12.4,0.5,1.79,Dropout
2,13,1,5,1,1,1,22,17,1,5,0,0,0,1,1,0,47,8,5,9.4,-0.8,-3.12,Dropout
1,13,1,9,1,1,1,19,24,13,13,1,0,0,0,1,0,23,0,0,7.6,2.6,0.32,Dropout
1,1,1,10,1,1,14,13,14,10,10,1,0,1,1,0,1,19,6,6,8.9,1.4,3.51,Graduate
1,13,1,12,1,1,1,3,3,3,3,1,0,0,1,0,0,20,6,6,12.7,3.7,-1.7,Graduate
1,1,1,2,1,1,1,1,3,5,5,1,0,0,1,0,1,19,12,11,8.9,1.4,3.51,Graduate
1,8,1,6,1,1,6,22,27,10,10,1,0,0,1,0,0,19,6,6,15.5,2.8,-4.06,Graduate
1,15,1,6,1,14,1,13,27,5,8,1,0,0,1,0,0,19,6,6,13.9,-0.3,0.79,Graduate
1,12,1,3,0,12,1,13,14,22,27,0,0,1,1,0,1,39,6,4,11.1,0.6,2.02,Graduate
1,1,1,5,1,1,1,1,1,4,6,1,0,0,1,0,1,20,6,6,10.8,1.4,1.74,Graduate
1,8,1,5,1,1,1,23,14,10,4,1,0,0,1,0,0,21,6,6,7.6,2.6,0.32,Graduate
1,14,5,10,1,1,10,22,14,10,8,1,0,1,0,0,0,22,9,4,9.4,-0.8,-3.12,Graduate
1,1,2,15,1,1,1,13,28,6,1,1,0,0,1,0,0,19,1,0,7.6,2.6,0.32,Dropout
1,8,1,14,1,1,1,1,14,20,18,1,0,0,1,0,0,22,6,6,13.9,-0.3,0.79,Graduate
1,3,2,16,1,1,1,13,14,4,4,1,0,0,1,0,1,19,6,6,12.7,3.7,-1.7,Graduate
1,1,1,2,1,1,1,22,28,10,10,1,0,1,1,1,0,18,0,0,7.6,2.6,0.32,Dropout
1,12,1,17,0,1,1,22,27,10,10,0,0,0,0,1,0,36,0,0,12.7,3.7,-1.7,Dropout
1,9,1,2,1,1,1,13,2,6,6,1,0,1,1,1,1,20,0,0,12.4,0.5,1.79,Graduate
2,12,1,9,1,1,1,22,27,10,8,0,0,0,1,1,0,30,2,4,15.5,2.8,-4.06,Dropout
1,14,1,4,1,1,1,1,1,5,11,0,0,0,1,1,0,24,6,6,15.5,2.8,-4.06,Dropout
1,1,1,9,1,1,1,19,24,1,1,0,0,0,1,1,0,26,11,11,7.6,2.6,0.32,Dropout
1,1,1,9,1,1,1,13,28,10,8,0,0,0,0,1,0,19,1,0,13.9,-0.3,0.79,Dropout
5,12,1,10,1,1,1,13,28,10,11,0,0,0,1,1,0,34,5,4,12.4,0.5,1.79,Graduate
1,8,6,9,1,1,1,13,1,10,5,1,0,0,1,1,0,19,5,4,9.4,-0.8,-3.12,Graduate
1,8,5,7,1,1,1,13,1,5,6,1,0,1,0,1,0,26,1,1,8.9,1.4,3.51,Dropout
1,12,1,14,1,1,1,23,27,8,8,0,0,0,1,1,0,29,1,0,16.2,0.3,-0.92,Dropout
1,8,5,7,1,1,1,13,27,10,8,1,0,0,1,1,1,19,5,2,8.9,1.4,3.51,Dropout
1,8,1,2,1,1,1,1,1,10,10,1,0,0,1,1,0,18,0,0,12.7,3.7,-1.7,Dropout
1,12,1,17,0,12,1,13,27,10,10,0,0,0,0,1,0,29,2,1,11.1,0.6,2.02,Dropout
1,14,1,11,1,1,1,22,27,10,10,0,0,0,1,1,0,21,6,5,9.4,-0.8,-3.12,Graduate
1,1,1,12,1,1,1,23,28,6,11,0,0,0,1,1,0,20,5,7,15.5,2.8,-4.06,Graduate
1,1,1,6,1,1,1,3,1,3,6,0,0,0,1,1,0,18,0,0,7.6,2.6,0.32,Dropout
1,1,1,9,1,1,1,1,1,5,3,1,0,0,1,1,0,20,0,0,8.9,1.4,3.51,Dropout
1,12,1,7,1,1,1,22,27,10,10,0,0,0,1,1,1,30,0,0,12.7,3.7,-1.7,Dropout
1,9,2,14,1,1,1,22,28,5,2,1,0,0,1,1,0,19,6,6,13.9,-0.3,0.79,Graduate
1,16,1,9,1,1,1,1,14,10,7,1,0,0,1,1,0,30,5,4,8.9,1.4,3.51,Dropout
1,1,1,9,1,1,1,23,1,6,6,1,0,0,1,1,1,22,5,4,12.7,3.7,-1.7,Graduate
1,8,3,2,1,1,1,22,27,6,11,1,0,0,1,1,0,22,0,0,12.4,0.5,1.79,Graduate
1,8,4,5,1,1,1,1,1,10,11,1,0,1,0,1,0,19,6,5,11.1,0.6,2.02,Dropout
1,8,2,14,1,1,1,1,14,6,4,1,0,0,1,1,0,21,3,4,7.6,2.6,0.32,Dropout
1,8,4,6,1,1,1,23,28,23,30,0,0,0,1,1,0,21,4,5,7.6,2.6,0.32,Graduate
1,15,1,2,1,14,1,13,28,10,10,1,0,1,1,1,1,21,0,0,15.5,2.8,-4.06,Dropout
1,12,1,9,1,1,1,1,14,5,8,0,0,0,1,1,0,27,3,3,15.5,2.8,-4.06,Dropout
1,14,1,1,1,1,1,22,27,2,2,1,0,0,1,1,0,32,0,0,13.9,-0.3,0.79,Dropout
1,12,1,14,1,9,1,22,1,10,4,0,0,1,0,1,0,40,0,0,15.5,2.8,-4.06,Dropout
1,15,1,8,1,14,1,4,4,3,11,1,0,0,1,1,0,20,2,2,12.7,3.7,-1.7,Dropout
1,1,3,2,1,1,1,22,27,10,10,1,0,0,1,1,0,18,0,0,7.6,2.6,0.32,Graduate
1,14,1,9,1,1,1,1,28,2,8,0,0,0,1,1,0,21,2,0,12.7,3.7,-1.7,Dropout
1,8,1,14,1,1,1,13,27,6,9,0,0,0,1,1,0,18,6,0,12.7,3.7,-1.7,Dropout
5,4,1,5,1,3,1,22,27,8,8,0,0,0,0,1,0,30,1,0,15.5,2.8,-4.06,Dropout
1,12,1,4,1,9,1,13,1,10,2,0,0,0,1,1,0,29,0,0,15.5,2.8,-4.06,Dropout
1,8,2,7,1,1,1,1,1,5,5,1,0,1,1,1,0,18,1,3,7.6,2.6,0.32,Dropout
1,1,2,14,1,1,1,1,1,10,10,1,0,0,1,1,1,18,4,5,9.4,-0.8,-3.12,Dropout
1,15,1,4,1,14,1,1,1,4,11,0,0,0,1,1,0,22,5,6,15.5,2.8,-4.06,Dropout
1,14,2,17,0,1,1,22,27,6,6,1,0,0,0,1,0,27,0,0,12.7,3.7,-1.7,Dropout
1,8,6,14,1,1,1,23,1,10,8,1,0,0,1,1,0,20,4,5,10.8,1.4,1.74,Graduate
1,16,1,3,0,2,1,13,28,10,11,0,0,0,1,1,0,42,11,10,11.1,0.6,2.02,Graduate
1,1,1,4,1,1,1,23,28,5,9,0,0,1,1,1,0,21,12,12,15.5,2.8,-4.06,Graduate
1,14,1,12,1,1,1,1,28,8,8,0,1,0,1,1,0,23,6,7,16.2,0.3,-0.92,Graduate
1,16,1,5,1,1,1,23,28,10,10,1,0,0,1,1,0,21,5,4,8.9,1.4,3.51,Dropout
1,1,3,2,1,1,1,4,3,2,2,1,0,0,1,1,0,19,0,0,12.7,3.7,-1.7,Graduate
2,12,1,10,1,1,1,22,27,8,8,0,0,0,1,1,1,40,6,4,8.9,1.4,3.51,Dropout
1,14,1,9,1,1,1,13,1,10,6,0,0,0,1,1,0,22,5,7,12.7,3.7,-1.7,Dropout
1,1,2,12,1,1,1,23,27,10,10,1,0,0,1,1,0,19,6,6,7.6,2.6,0.32,Graduate
1,8,4,7,1,1,1,3,1,10,4,1,0,0,1,1,0,18,5,5,8.9,1.4,3.51,Graduate
1,8,3,7,1,1,1,22,27,10,8,0,0,0,1,1,0,18,0,2,7.6,2.6,0.32,Dropout
1,16,1,14,1,1,1,3,1,4,11,0,0,0,1,1,0,24,5,5,11.1,0.6,2.02,Dropout
1,8,1,14,1,1,1,13,28,8,10,1,0,0,1,0,1,19,5,6,12.4,0.5,1.79,Graduate
1,8,3,16,1,1,1,10,1,5,1,1,0,0,1,0,0,18,0,0,7.6,2.6,0.32,Dropout
1,1,1,2,1,1,1,3,1,5,4,1,0,0,0,0,0,19,0,0,16.2,0.3,-0.92,Graduate
1,1,1,12,1,1,1,1,1,5,5,1,0,0,1,0,1,19,8,8,9.4,-0.8,-3.12,Graduate
1,14,1,8,1,1,1,24,3,4,3,1,0,0,1,0,0,21,0,4,10.8,1.4,1.74,Graduate
